year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
1803,-6.43414634146,-4.44048780488,2.44609756098,11.366097561,11.7726829268,15.8234146341,18.9773170732,18.5419512195,12.4236585366,8.28707317073,4.3456097561,-1.23097560976
1804,1.21585365854,-2.04048780488,0.146097560976,9.06609756098,14.8226829268,16.5734146341,18.8273170732,17.6919512195,15.7736585366,9.78707317073,0.0956097560976,-4.58097560976
1805,-3.73414634146,-1.79048780488,1.54609756098,6.21609756098,12.1726829268,15.1234146341,17.1773170732,16.1919512195,14.6736585366,5.58707317073,-0.0543902439024,-1.23097560976
1806,1.96585365854,1.05951219512,4.04609756098,6.11609756098,15.7726829268,16.1734146341,18.1773170732,17.0919512195,14.7736585366,7.63707317073,4.7956097561,2.76902439024
1807,-1.68414634146,0.259512195122,0.746097560976,6.76609756098,15.7226829268,15.7734146341,19.6273170732,23.1419512195,14.5236585366,10.4870731707,5.3456097561,-1.08097560976
1808,-3.33414634146,-2.39048780488,-3.60390243902,6.26609756098,15.7226829268,16.7734146341,19.5273170732,20.1419512195,15.2236585366,7.78707317073,2.5456097561,-6.18097560976
1809,-3.83414634146,0.659512195122,2.09609756098,5.31609756098,15.0726829268,16.9734146341,18.1773170732,18.4919512195,14.4236585366,7.48707317073,1.9956097561,0.919024390244
1810,-3.33414634146,-1.99048780488,4.04609756098,7.91609756098,15.0226829268,14.2734146341,17.9773170732,18.3419512195,17.0236585366,8.73707317073,3.1956097561,0.669024390244
1811,-6.88414634146,-2.49048780488,4.79609756098,9.46609756098,17.4226829268,21.1234146341,21.0773170732,19.3419512195,14.4736585366,12.7870731707,3.4456097561,-1.48097560976
1812,-6.53414634146,-0.440487804878,3.29609756098,4.36609756098,14.9226829268,16.9734146341,17.0273170732,17.0919512195,12.5736585366,11.3370731707,1.9456097561,-6.63097560976
1813,-7.38414634146,0.409512195122,1.94609756098,10.066097561,14.1726829268,14.5234146341,16.2273170732,15.9419512195,12.3736585366,8.38707317073,2.8456097561,0.369024390244
1814,-3.68414634146,-5.79048780488,2.79609756098,9.81609756098,10.4226829268,15.0734146341,18.3273170732,17.3419512195,11.0736585366,7.83707317073,2.6956097561,1.26902439024
1815,-4.58414634146,0.959512195122,4.24609756098,8.06609756098,13.9226829268,16.5734146341,15.6773170732,16.0919512195,12.5236585366,8.93707317073,1.8456097561,-4.83097560976
1816,-1.28414634146,-2.69048780488,2.14609756098,7.71609756098,12.2226829268,15.5734146341,15.5773170732,15.7419512195,12.4736585366,8.13707317073,2.9456097561,-3.03097560976
1817,-0.384146341463,2.65951219512,3.04609756098,2.81609756098,13.9226829268,18.1734146341,16.8773170732,17.0919512195,14.7736585366,6.28707317073,3.7956097561,-1.08097560976
1818,-1.28414634146,-0.790487804878,4.49609756098,9.81609756098,13.4726829268,17.0234146341,18.1273170732,16.7919512195,13.8736585366,9.38707317073,3.1956097561,-2.93097560976
1819,-3.63414634146,-0.090487804878,4.29609756098,9.01609756098,12.3226829268,16.8734146341,18.2773170732,17.3419512195,14.7236585366,8.58707317073,3.9456097561,-2.73097560976
1820,-6.78414634146,-1.24048780488,1.34609756098,10.216097561,15.5226829268,14.8234146341,16.6773170732,20.7419512195,12.8236585366,8.68707317073,2.8456097561,-2.98097560976
